Country Name,Country Code,Series Name,Series Code,2021 [YR2021]
Cayman Islands,CYM,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Cayman Islands,CYM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,NA
Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,NA
Cayman Islands,CYM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Cayman Islands,CYM,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Central African Republic,CAF,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,76.875
Central African Republic,CAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Central African Republic,CAF,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Central African Republic,CAF,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,2516498299
Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,511.4847456
Central African Republic,CAF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Central African Republic,CAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Chad,TCD,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,66.25
Chad,TCD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Chad,TCD,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Chad,TCD,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,11779980802
Chad,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,696.4227755
Chad,TCD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Chad,TCD,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Channel Islands,CHI,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Channel Islands,CHI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Channel Islands,CHI,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Channel Islands,CHI,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,NA
Channel Islands,CHI,GDP per capita (current US$),NY.GDP.PCAP.CD,NA
Channel Islands,CHI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Channel Islands,CHI,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Chile,CHL,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,80
Chile,CHL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Chile,CHL,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Chile,CHL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,3.17059E+11
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,16502.83857
Chile,CHL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,9.350000381
Chile,CHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
China,CHN,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,75.625
China,CHN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
China,CHN,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
China,CHN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1.77341E+13
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,12556.33312
China,CHN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
China,CHN,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Colombia,COL,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,84.375
Colombia,COL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Colombia,COL,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Colombia,COL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,3.14322E+11
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,6131.225922
Colombia,COL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,13.89999962
Colombia,COL,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Comoros,COM,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,65
Comoros,COM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Comoros,COM,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Comoros,COM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,1327964249
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,1494.687693
Comoros,COM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Comoros,COM,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
"Congo, Dem. Rep.",COD,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,78.75
"Congo, Dem. Rep.",COD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
"Congo, Dem. Rep.",COD,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
"Congo, Dem. Rep.",COD,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,53958573693
"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,584.1064092
"Congo, Dem. Rep.",COD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
"Congo, Dem. Rep.",COD,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
"Congo, Rep.",COG,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,49.375
"Congo, Rep.",COG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
"Congo, Rep.",COG,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
"Congo, Rep.",COG,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,12523961677
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,2213.880863
"Congo, Rep.",COG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
"Congo, Rep.",COG,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Costa Rica,CRI,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,86.25
Costa Rica,CRI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Costa Rica,CRI,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Costa Rica,CRI,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,64282438667
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,12508.61563
Costa Rica,CRI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,15.14000034
Costa Rica,CRI,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Cote d'Ivoire,CIV,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,83.125
Cote d'Ivoire,CIV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Cote d'Ivoire,CIV,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Cote d'Ivoire,CIV,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,69764827467
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,2578.760412
Cote d'Ivoire,CIV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Cote d'Ivoire,CIV,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Croatia,HRV,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,93.75
Croatia,HRV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Croatia,HRV,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Croatia,HRV,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,67837788544
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,17398.76598
Croatia,HRV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.610000134
Croatia,HRV,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Cuba,CUB,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Cuba,CUB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Cuba,CUB,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Cuba,CUB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,NA
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,NA
Cuba,CUB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Cuba,CUB,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Curacao,CUW,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Curacao,CUW,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Curacao,CUW,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Curacao,CUW,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,NA
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,NA
Curacao,CUW,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Curacao,CUW,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Cyprus,CYP,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,94.375
Cyprus,CYP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Cyprus,CYP,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Cyprus,CYP,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,27719337670
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,30798.47656
Cyprus,CYP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.460000038
Cyprus,CYP,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Czechia,CZE,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,93.75
Czechia,CZE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Czechia,CZE,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Czechia,CZE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Czechia,CZE,GDP (current US$),NY.GDP.MKTP.CD,2.82341E+11
Czechia,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,26378.49996
Czechia,CZE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.809999943
Czechia,CZE,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Denmark,DNK,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,100
Denmark,DNK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Denmark,DNK,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Denmark,DNK,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,3.97104E+11
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,67803.0471
Denmark,DNK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.059999943
Denmark,DNK,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Djibouti,DJI,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,68.125
Djibouti,DJI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Djibouti,DJI,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Djibouti,DJI,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,3371102124
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,3363.712048
Djibouti,DJI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Djibouti,DJI,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Dominica,DMA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,62.5
Dominica,DMA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Dominica,DMA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Dominica,DMA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,545618518.5
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,7559.975039
Dominica,DMA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Dominica,DMA,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Dominican Republic,DOM,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,86.25
Dominican Republic,DOM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Dominican Republic,DOM,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Dominican Republic,DOM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,94243453937
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,8603.789905
Dominican Republic,DOM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Dominican Republic,DOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Ecuador,ECU,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,89.375
Ecuador,ECU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Ecuador,ECU,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Ecuador,ECU,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1.06166E+11
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,5934.875496
Ecuador,ECU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.5
Ecuador,ECU,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
"Egypt, Arab Rep.",EGY,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,50.625
"Egypt, Arab Rep.",EGY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
"Egypt, Arab Rep.",EGY,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
"Egypt, Arab Rep.",EGY,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,4.04143E+11
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,3876.359594
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
"Egypt, Arab Rep.",EGY,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
El Salvador,SLV,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,88.75
El Salvador,SLV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
El Salvador,SLV,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
El Salvador,SLV,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,28736940000
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,4408.520365
El Salvador,SLV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
El Salvador,SLV,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Equatorial Guinea,GNQ,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,51.875
Equatorial Guinea,GNQ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Equatorial Guinea,GNQ,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Equatorial Guinea,GNQ,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,12269392789
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,8462.28633
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Equatorial Guinea,GNQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Eritrea,ERI,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,69.375
Eritrea,ERI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Eritrea,ERI,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Eritrea,ERI,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,NA
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,NA
Eritrea,ERI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Eritrea,ERI,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Estonia,EST,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,97.5
Estonia,EST,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Estonia,EST,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Estonia,EST,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,36262924354
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,27280.65844
Estonia,EST,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.179999828
Estonia,EST,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Eswatini,SWZ,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,46.25
Eswatini,SWZ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Eswatini,SWZ,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Eswatini,SWZ,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,4941373182
Eswatini,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,4214.861688
Eswatini,SWZ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Eswatini,SWZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Ethiopia,ETH,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,76.875
Ethiopia,ETH,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Ethiopia,ETH,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Ethiopia,ETH,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1.11271E+11
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,943.9656842
